Date,Brand,SKU,Recommended Price
10/05/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
10/05/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
10/05/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
10/05/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
10/05/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49
10/05/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49
10/05/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
17/05/2015,CORONA EXTRA,6 Pk 12 Oz Glass,11.99
17/05/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99
17/05/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49
17/05/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49
17/05/2015,BECKS,6 Pk 12 Oz Glass,10.99
17/05/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49
17/05/2015,MILLER LITE,6 Pk 12 Oz Glass,10.99
17/05/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
17/05/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.99
17/05/2015,BUDWEISER,6 Pk 12 Oz Glass,10.49
17/05/2015,COORS LIGHT,6 Pk 12 Oz Glass,9.49
17/05/2015,MILLER LITE,12 Pk 12 Oz Glass,14.49
17/05/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
17/05/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
17/05/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
17/05/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
17/05/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49
17/05/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,11.49
17/05/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49
17/05/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.49
24/05/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
24/05/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99
24/05/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.99
24/05/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.99
24/05/2015,BECKS,6 Pk 12 Oz Glass,11.49
24/05/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49
24/05/2015,MILLER LITE,6 Pk 12 Oz Glass,10.49
24/05/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99
24/05/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
24/05/2015,BUDWEISER,6 Pk 12 Oz Glass,9.99
24/05/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.49
24/05/2015,MILLER LITE,12 Pk 12 Oz Glass,14.49
24/05/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
24/05/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,12.99
24/05/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
24/05/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
24/05/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49
24/05/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
24/05/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.99
24/05/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
31/05/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
31/05/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99
31/05/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
31/05/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.99
31/05/2015,BECKS,6 Pk 12 Oz Glass,11.99
31/05/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49
31/05/2015,MILLER LITE,6 Pk 12 Oz Glass,10.49
31/05/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
31/05/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
31/05/2015,BUDWEISER,6 Pk 12 Oz Glass,10.49
31/05/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.49
31/05/2015,MILLER LITE,12 Pk 12 Oz Glass,14.99
31/05/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
31/05/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
31/05/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
31/05/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.99
31/05/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
31/05/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
31/05/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49
31/05/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
07/06/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
07/06/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99
07/06/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.99
07/06/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49
07/06/2015,BECKS,6 Pk 12 Oz Glass,11.99
07/06/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49
07/06/2015,MILLER LITE,6 Pk 12 Oz Glass,10.49
07/06/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
07/06/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.99
07/06/2015,BUDWEISER,6 Pk 12 Oz Glass,10.99
07/06/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.49
07/06/2015,MILLER LITE,12 Pk 12 Oz Glass,13.49
07/06/2015,MILLER LITE,12 Pk 12 Oz Can,13.99
07/06/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
07/06/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
07/06/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.49
07/06/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49
07/06/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
07/06/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49
07/06/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
14/06/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
14/06/2015,CORONA LIGHT,6 Pk 12 Oz Glass,11.49
14/06/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
14/06/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49
14/06/2015,BECKS,6 Pk 12 Oz Glass,11.49
14/06/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,11.99
14/06/2015,MILLER LITE,6 Pk 12 Oz Glass,9.99
14/06/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
14/06/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
14/06/2015,BUDWEISER,6 Pk 12 Oz Glass,10.99
14/06/2015,COORS LIGHT,6 Pk 12 Oz Glass,9.99
14/06/2015,MILLER LITE,12 Pk 12 Oz Glass,14.49
14/06/2015,MILLER LITE,12 Pk 12 Oz Can,13.99
14/06/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
14/06/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.49
14/06/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.99
14/06/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
14/06/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
14/06/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.99
14/06/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,10.49
21/06/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
21/06/2015,CORONA LIGHT,6 Pk 12 Oz Glass,11.99
21/06/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
21/06/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49
21/06/2015,BECKS,6 Pk 12 Oz Glass,11.99
21/06/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.99
21/06/2015,MILLER LITE,6 Pk 12 Oz Glass,10.49
21/06/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
21/06/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
21/06/2015,BUDWEISER,6 Pk 12 Oz Glass,10.49
21/06/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.49
21/06/2015,MILLER LITE,12 Pk 12 Oz Glass,14.99
21/06/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
21/06/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
21/06/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
21/06/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.49
21/06/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49
21/06/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49
21/06/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.99
21/06/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.49
28/06/2015,CORONA EXTRA,6 Pk 12 Oz Glass,11.99
28/06/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99
28/06/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.49
28/06/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.99
28/06/2015,BECKS,6 Pk 12 Oz Glass,11.49
28/06/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.99
28/06/2015,MILLER LITE,6 Pk 12 Oz Glass,10.99
28/06/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
28/06/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
28/06/2015,BUDWEISER,6 Pk 12 Oz Glass,10.99
28/06/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99
28/06/2015,MILLER LITE,12 Pk 12 Oz Glass,14.99
28/06/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
28/06/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
28/06/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
28/06/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
28/06/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
28/06/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,11.49
28/06/2015,MAGIC HAT,6 Pk 12 Oz Glass,11.99
28/06/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
05/07/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
05/07/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.49
05/07/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.99
05/07/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.99
05/07/2015,BECKS,6 Pk 12 Oz Glass,11.99
05/07/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49
05/07/2015,MILLER LITE,6 Pk 12 Oz Glass,10.49
05/07/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99
05/07/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.99
05/07/2015,BUDWEISER,6 Pk 12 Oz Glass,10.49
05/07/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99
05/07/2015,MILLER LITE,12 Pk 12 Oz Glass,14.99
05/07/2015,MILLER LITE,12 Pk 12 Oz Can,13.49
05/07/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
05/07/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.99
05/07/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
05/07/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
05/07/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
05/07/2015,MAGIC HAT,6 Pk 12 Oz Glass,11.49
05/07/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,10.49
12/07/2015,CORONA EXTRA,6 Pk 12 Oz Glass,11.99
12/07/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.49
12/07/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.99
12/07/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,11.49
12/07/2015,BECKS,6 Pk 12 Oz Glass,10.49
12/07/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49
12/07/2015,MILLER LITE,6 Pk 12 Oz Glass,10.49
12/07/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
12/07/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
12/07/2015,BUDWEISER,6 Pk 12 Oz Glass,10.49
12/07/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.49
12/07/2015,MILLER LITE,12 Pk 12 Oz Glass,13.99
12/07/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
12/07/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
12/07/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.99
12/07/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
12/07/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,12.99
12/07/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
12/07/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.99
12/07/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
19/07/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
19/07/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99
19/07/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.99
19/07/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,11.99
19/07/2015,BECKS,6 Pk 12 Oz Glass,11.49
19/07/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49
19/07/2015,MILLER LITE,6 Pk 12 Oz Glass,10.99
19/07/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
19/07/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
19/07/2015,BUDWEISER,6 Pk 12 Oz Glass,10.99
19/07/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99
19/07/2015,MILLER LITE,12 Pk 12 Oz Glass,13.99
19/07/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
19/07/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,12.49
19/07/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.99
19/07/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
19/07/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
19/07/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49
19/07/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49
19/07/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,10.99
26/07/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
26/07/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.49
26/07/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.99
26/07/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.99
26/07/2015,BECKS,6 Pk 12 Oz Glass,11.49
26/07/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.99
26/07/2015,MILLER LITE,6 Pk 12 Oz Glass,10.99
26/07/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99
26/07/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
26/07/2015,BUDWEISER,6 Pk 12 Oz Glass,10.99
26/07/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.49
26/07/2015,MILLER LITE,12 Pk 12 Oz Glass,13.99
26/07/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
26/07/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
26/07/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.99
26/07/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,11.99
26/07/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
26/07/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49
26/07/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49
26/07/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
02/08/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
02/08/2015,CORONA LIGHT,6 Pk 12 Oz Glass,11.49
02/08/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.49
02/08/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49
02/08/2015,BECKS,6 Pk 12 Oz Glass,11.99
02/08/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,11.99
02/08/2015,MILLER LITE,6 Pk 12 Oz Glass,10.99
02/08/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99
02/08/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
02/08/2015,BUDWEISER,6 Pk 12 Oz Glass,10.49
02/08/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.49
02/08/2015,MILLER LITE,12 Pk 12 Oz Glass,12.49
02/08/2015,MILLER LITE,12 Pk 12 Oz Can,13.99
02/08/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
02/08/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.99
02/08/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.49
02/08/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
02/08/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49
02/08/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49
02/08/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.49
09/08/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
09/08/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.49
09/08/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.49
09/08/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,11.99
09/08/2015,BECKS,6 Pk 12 Oz Glass,11.99
09/08/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.99
09/08/2015,MILLER LITE,6 Pk 12 Oz Glass,10.99
09/08/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99
09/08/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
09/08/2015,BUDWEISER,6 Pk 12 Oz Glass,10.49
09/08/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.49
09/08/2015,MILLER LITE,12 Pk 12 Oz Glass,14.49
09/08/2015,MILLER LITE,12 Pk 12 Oz Can,14.99
09/08/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
09/08/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
09/08/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.49
09/08/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
09/08/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
09/08/2015,MAGIC HAT,6 Pk 12 Oz Glass,11.99
09/08/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
16/08/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
16/08/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99
16/08/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.49
16/08/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49
16/08/2015,BECKS,6 Pk 12 Oz Glass,11.49
16/08/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.99
16/08/2015,MILLER LITE,6 Pk 12 Oz Glass,10.99
16/08/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
16/08/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
16/08/2015,BUDWEISER,6 Pk 12 Oz Glass,10.49
16/08/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99
16/08/2015,MILLER LITE,12 Pk 12 Oz Glass,14.49
16/08/2015,MILLER LITE,12 Pk 12 Oz Can,14.99
16/08/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,12.99
16/08/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
16/08/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.49
16/08/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,12.99
16/08/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
16/08/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.99
16/08/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,10.99
23/08/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
23/08/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.49
23/08/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49
23/08/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.99
23/08/2015,BECKS,6 Pk 12 Oz Glass,11.49
23/08/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49
23/08/2015,MILLER LITE,6 Pk 12 Oz Glass,10.49
23/08/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
23/08/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.49
23/08/2015,BUDWEISER,6 Pk 12 Oz Glass,10.49
23/08/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99
23/08/2015,MILLER LITE,12 Pk 12 Oz Glass,14.99
23/08/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
23/08/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
23/08/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
23/08/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.99
23/08/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49
23/08/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49
23/08/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49
23/08/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
30/08/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
30/08/2015,CORONA LIGHT,6 Pk 12 Oz Glass,11.49
30/08/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49
30/08/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,11.99
30/08/2015,BECKS,6 Pk 12 Oz Glass,11.99
30/08/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49
30/08/2015,MILLER LITE,6 Pk 12 Oz Glass,10.49
30/08/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99
30/08/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
30/08/2015,BUDWEISER,6 Pk 12 Oz Glass,10.99
30/08/2015,COORS LIGHT,6 Pk 12 Oz Glass,9.99
30/08/2015,MILLER LITE,12 Pk 12 Oz Glass,14.99
30/08/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
30/08/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
30/08/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
30/08/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
30/08/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49
30/08/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49
30/08/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49
30/08/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.49
06/09/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
06/09/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.49
06/09/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.49
06/09/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49
06/09/2015,BECKS,6 Pk 12 Oz Glass,10.49
06/09/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,11.49
06/09/2015,MILLER LITE,6 Pk 12 Oz Glass,10.99
06/09/2015,BUD LIGHT,6 Pk 12 Oz Glass,9.49
06/09/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.99
06/09/2015,BUDWEISER,6 Pk 12 Oz Glass,9.49
06/09/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.49
06/09/2015,MILLER LITE,12 Pk 12 Oz Glass,14.49
06/09/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
06/09/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,12.99
06/09/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
06/09/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
06/09/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49
06/09/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
06/09/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.99
06/09/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
13/09/2015,CORONA EXTRA,6 Pk 12 Oz Glass,11.49
13/09/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99
13/09/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
13/09/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.99
13/09/2015,BECKS,6 Pk 12 Oz Glass,11.49
13/09/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49
13/09/2015,MILLER LITE,6 Pk 12 Oz Glass,10.49
13/09/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99
13/09/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
13/09/2015,BUDWEISER,6 Pk 12 Oz Glass,10.49
13/09/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.49
13/09/2015,MILLER LITE,12 Pk 12 Oz Glass,14.99
13/09/2015,MILLER LITE,12 Pk 12 Oz Can,13.49
13/09/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
13/09/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
13/09/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.49
13/09/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
13/09/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,11.49
13/09/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.99
13/09/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
20/09/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
20/09/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.49
20/09/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,11.99
20/09/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.99
20/09/2015,BECKS,6 Pk 12 Oz Glass,11.99
20/09/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.99
